"corp","StayID","room_use","date_occupied"
"A",200,"double_room",2015-10-16
"B",201,"suite_room",2017-11-07
"B",201,"suite_room",2017-11-08
"B",201,"suite_room",2017-11-09
"B",201,"suite_room",2017-11-10
"B",201,"suite_room",2017-11-11
"E",202,"double_room",2016-09-01
"E",202,"double_room",2016-09-02
"E",202,"double_room",2016-09-03
"B",203,"double_room",2020-04-24
"B",203,"double_room",2020-04-25
"B",203,"double_room",2020-04-26
"B",203,"double_room",2020-04-27
"B",204,"single_room",2020-02-23
"B",204,"single_room",2020-02-24
"B",204,"single_room",2020-02-25
"B",205,"royalsuite",2016-04-16
"B",205,"royalsuite",2016-04-17
"B",205,"royalsuite",2016-04-18
"B",205,"royalsuite",2016-04-19
"B",205,"royalsuite",2016-04-20
"C",206,"economy_room",2017-06-25
"C",206,"economy_room",2017-06-26
"C",206,"economy_room",2017-06-27
"C",206,"economy_room",2017-06-28
"C",206,"economy_room",2017-06-29
"A",207,"single_room",2015-10-03
"A",207,"single_room",2015-10-04
"C",208,"single_room",2015-08-30
"C",208,"single_room",2015-08-31
"C",208,"single_room",2015-09-01
"D",209,"single_room",2019-04-02
"D",209,"single_room",2019-04-03
"D",209,"single_room",2019-04-04
"D",209,"single_room",2019-04-05
"D",209,"single_room",2019-04-06
"B",210,"double_room",2016-11-08
"B",210,"double_room",2016-11-09
"B",210,"double_room",2016-11-10
"B",210,"double_room",2016-11-11
"B",210,"double_room",2016-11-12
"D",211,"single_room",2017-02-14
"D",211,"single_room",2017-02-15
"B",212,"suite_room",2017-10-31
"B",212,"suite_room",2017-11-01
"B",212,"suite_room",2017-11-02
"B",212,"suite_room",2017-11-03
"C",213,"single_room",2019-03-16
"C",213,"single_room",2019-03-17
"C",213,"single_room",2019-03-18
"C",213,"single_room",2019-03-19
"C",213,"single_room",2019-03-20
"D",214,"double_room",2019-12-09
"D",214,"double_room",2019-12-10
"B",215,"economy_room",2015-11-27
"B",215,"economy_room",2015-11-28
"B",215,"economy_room",2015-11-29
"D",216,"economy_room",2017-08-29
"D",216,"economy_room",2017-08-30
"D",216,"economy_room",2017-08-31
"D",216,"economy_room",2017-09-01
"E",217,"double_room",2020-10-11
"E",217,"double_room",2020-10-12
"B",218,"single_room",2016-07-21
"B",218,"single_room",2016-07-22
"B",218,"single_room",2016-07-23
"B",218,"single_room",2016-07-24
"D",219,"double_room",2020-04-24
"D",219,"double_room",2020-04-25
"B",220,"economy_room",2018-04-09
"B",220,"economy_room",2018-04-10
"B",220,"economy_room",2018-04-11
"C",221,"economy_room",2016-06-17
"C",221,"economy_room",2016-06-18
"C",221,"economy_room",2016-06-19
"A",222,"single_room",2018-12-14
"A",222,"single_room",2018-12-15
"A",222,"single_room",2018-12-16
"A",222,"single_room",2018-12-17
"A",223,"single_room",2020-05-13
"A",223,"single_room",2020-05-14
"A",223,"single_room",2020-05-15
"A",223,"single_room",2020-05-16
"A",223,"single_room",2020-05-17
"A",223,"single_room",2020-05-18
"A",223,"single_room",2020-05-19
"A",223,"single_room",2020-05-20
"A",223,"single_room",2020-05-21
"A",223,"single_room",2020-05-22
"A",224,"suite_room",2019-02-14
"A",224,"suite_room",2019-02-15
"A",224,"suite_room",2019-02-16
"A",224,"suite_room",2019-02-17
"A",224,"suite_room",2019-02-18
"A",224,"suite_room",2019-02-19
"A",225,"single_room",2019-12-29
"A",225,"single_room",2019-12-30
"A",225,"single_room",2019-12-31
"E",226,"single_room",2015-11-02
"E",226,"single_room",2015-11-03
"E",226,"single_room",2015-11-04
"E",226,"single_room",2015-11-05
"E",226,"single_room",2015-11-06
"D",227,"single_room",2020-01-07
"D",227,"single_room",2020-01-08
"D",227,"single_room",2020-01-09
"D",228,"double_room",2019-02-09
"D",228,"double_room",2019-02-10
"D",228,"double_room",2019-02-11
"D",228,"double_room",2019-02-12
"B",229,"single_room",2016-06-22
"B",229,"single_room",2016-06-23
"B",229,"single_room",2016-06-24
"B",229,"single_room",2016-06-25
"B",229,"single_room",2016-06-26
"B",229,"single_room",2016-06-27
"E",230,"economy_room",2018-02-03
"E",230,"economy_room",2018-02-04
"B",231,"economy_room",2015-11-26
"B",231,"economy_room",2015-11-27
"B",231,"economy_room",2015-11-28
"C",232,"single_room",2020-10-05
"C",232,"single_room",2020-10-06
"B",233,"double_room",2020-02-11
"B",233,"double_room",2020-02-12
"B",233,"double_room",2020-02-13
"B",234,"single_room",2017-08-05
"B",234,"single_room",2017-08-06
"B",234,"single_room",2017-08-07
"B",234,"single_room",2017-08-08
"B",234,"single_room",2017-08-09
"B",234,"single_room",2017-08-10
"B",234,"single_room",2017-08-11
"B",234,"single_room",2017-08-12
"E",235,"single_room",2019-08-09
"E",235,"single_room",2019-08-10
"E",235,"single_room",2019-08-11
"E",236,"single_room",2015-08-25
"E",236,"single_room",2015-08-26
"E",236,"single_room",2015-08-27
"E",236,"single_room",2015-08-28
"E",236,"single_room",2015-08-29
"E",236,"single_room",2015-08-30
"E",236,"single_room",2015-08-31
"D",237,"single_room",2017-05-09
"D",237,"single_room",2017-05-10
"D",237,"single_room",2017-05-11
"A",238,"double_room",2015-04-28
"A",238,"double_room",2015-04-29
"A",238,"double_room",2015-04-30
"A",238,"double_room",2015-05-01
"A",238,"double_room",2015-05-02
"A",238,"double_room",2015-05-03
"A",238,"double_room",2015-05-04
"E",239,"single_room",2017-04-12
"E",239,"single_room",2017-04-13
"E",239,"single_room",2017-04-14
"E",239,"single_room",2017-04-15
"A",240,"single_room",2019-06-11
"A",240,"single_room",2019-06-12
"A",240,"single_room",2019-06-13
"A",240,"single_room",2019-06-14
"A",240,"single_room",2019-06-15
"A",240,"single_room",2019-06-16
"D",241,"double_room",2018-09-17
"D",241,"double_room",2018-09-18
"D",241,"double_room",2018-09-19
"B",242,"single_room",2018-08-27
"B",242,"single_room",2018-08-28
"B",242,"single_room",2018-08-29
"B",242,"single_room",2018-08-30
"B",242,"single_room",2018-08-31
"B",242,"single_room",2018-09-01
"B",242,"single_room",2018-09-02
"B",242,"single_room",2018-09-03
"B",243,"single_room",2017-09-11
"B",243,"single_room",2017-09-12
"B",243,"single_room",2017-09-13
"D",244,"suite_room",2015-11-08
"D",244,"suite_room",2015-11-09
"D",244,"suite_room",2015-11-10
"C",245,"suite_room",2018-10-07
"C",245,"suite_room",2018-10-08
"C",245,"suite_room",2018-10-09
"C",245,"suite_room",2018-10-10
"C",245,"suite_room",2018-10-11
"B",246,"economy_room",2015-02-26
"B",246,"economy_room",2015-02-27
"B",246,"economy_room",2015-02-28
"B",246,"economy_room",2015-03-01
"B",247,"single_room",2019-01-31
"B",247,"single_room",2019-02-01
"B",247,"single_room",2019-02-02
"B",247,"single_room",2019-02-03
"B",247,"single_room",2019-02-04
"A",248,"suite_room",2020-05-19
"A",248,"suite_room",2020-05-20
"A",248,"suite_room",2020-05-21
"B",249,"double_room",2018-07-14
"B",249,"double_room",2018-07-15
"B",249,"double_room",2018-07-16
"B",249,"double_room",2018-07-17
"B",249,"double_room",2018-07-18
"B",249,"double_room",2018-07-19
"B",249,"double_room",2018-07-20
"B",249,"double_room",2018-07-21
"E",250,"double_room",2016-01-26
"E",250,"double_room",2016-01-27
"E",250,"double_room",2016-01-28
"E",250,"double_room",2016-01-29
"C",251,"double_room",2018-08-18
"C",251,"double_room",2018-08-19
"C",251,"double_room",2018-08-20
"C",251,"double_room",2018-08-21
"C",251,"double_room",2018-08-22
"C",251,"double_room",2018-08-23
"C",252,"single_room",2020-08-29
"C",252,"single_room",2020-08-30
"E",253,"single_room",2019-02-09
"E",253,"single_room",2019-02-10
"C",254,"economy_room",2018-07-16
"C",254,"economy_room",2018-07-17
"E",255,"single_room",2016-07-09
"E",255,"single_room",2016-07-10
"E",255,"single_room",2016-07-11
"E",255,"single_room",2016-07-12
"B",256,"single_room",2017-10-24
"B",256,"single_room",2017-10-25
"B",256,"single_room",2017-10-26
"B",256,"single_room",2017-10-27
"B",256,"single_room",2017-10-28
"B",256,"single_room",2017-10-29
"E",257,"economy_room",2019-05-01
"E",257,"economy_room",2019-05-02
"E",257,"economy_room",2019-05-03
"E",258,"economy_room",2015-06-26
"E",258,"economy_room",2015-06-27
"A",259,"single_room",2015-07-29
"A",259,"single_room",2015-07-30
"A",259,"single_room",2015-07-31
"A",259,"single_room",2015-08-01
"A",259,"single_room",2015-08-02
"B",260,"suite_room",2015-01-27
"B",260,"suite_room",2015-01-28
"B",260,"suite_room",2015-01-29
"B",260,"suite_room",2015-01-30
"B",260,"suite_room",2015-01-31
"B",260,"suite_room",2015-02-01
"B",261,"double_room",2018-12-04
"B",261,"double_room",2018-12-05
"B",261,"double_room",2018-12-06
"B",261,"double_room",2018-12-07
"B",261,"double_room",2018-12-08
"B",261,"double_room",2018-12-09
"A",262,"single_room",2020-08-06
"A",262,"single_room",2020-08-07
"A",262,"single_room",2020-08-08
"A",262,"single_room",2020-08-09
"A",262,"single_room",2020-08-10
"C",263,"single_room",2015-05-17
"C",263,"single_room",2015-05-18
"C",263,"single_room",2015-05-19
"C",263,"single_room",2015-05-20
"C",263,"single_room",2015-05-21
"C",263,"single_room",2015-05-22
"C",264,"economy_room",2020-11-22
"C",264,"economy_room",2020-11-23
"C",264,"economy_room",2020-11-24
"B",265,"economy_room",2016-12-08
"B",265,"economy_room",2016-12-09
"B",265,"economy_room",2016-12-10
"B",265,"economy_room",2016-12-11
"B",265,"economy_room",2016-12-12
"B",265,"economy_room",2016-12-13
"A",266,"economy_room",2019-05-01
"A",266,"economy_room",2019-05-02
"B",267,"single_room",2020-04-15
"B",267,"single_room",2020-04-16
"A",268,"suite_room",2020-06-20
"A",268,"suite_room",2020-06-21
"E",269,"single_room",2019-08-25
"E",269,"single_room",2019-08-26
"E",269,"single_room",2019-08-27
"E",269,"single_room",2019-08-28
"E",269,"single_room",2019-08-29
"E",270,"double_room",2018-06-18
"E",270,"double_room",2018-06-19
"E",270,"double_room",2018-06-20
"E",270,"double_room",2018-06-21
"E",270,"double_room",2018-06-22
"E",270,"double_room",2018-06-23
"E",270,"double_room",2018-06-24
"E",271,"single_room",2015-08-25
"E",271,"single_room",2015-08-26
"E",271,"single_room",2015-08-27
"E",271,"single_room",2015-08-28
"E",271,"single_room",2015-08-29
"E",272,"single_room",2016-10-04
"E",272,"single_room",2016-10-05
"E",272,"single_room",2016-10-06
"E",272,"single_room",2016-10-07
"A",273,"economy_room",2019-03-22
"A",273,"economy_room",2019-03-23
"A",273,"economy_room",2019-03-24
"A",273,"economy_room",2019-03-25
"A",274,"single_room",2018-03-02
"A",274,"single_room",2018-03-03
"B",275,"double_room",2017-01-26
"B",275,"double_room",2017-01-27
"B",275,"double_room",2017-01-28
"B",276,"single_room",2016-11-06
"B",276,"single_room",2016-11-07
"B",276,"single_room",2016-11-08
"B",277,"economy_room",2017-05-31
"B",277,"economy_room",2017-06-01
"B",277,"economy_room",2017-06-02
"B",277,"economy_room",2017-06-03
"B",277,"economy_room",2017-06-04
"B",277,"economy_room",2017-06-05
"B",278,"economy_room",2016-06-12
"B",278,"economy_room",2016-06-13
"B",278,"economy_room",2016-06-14
"B",278,"economy_room",2016-06-15
"D",279,"economy_room",2018-01-30
"D",279,"economy_room",2018-01-31
"D",279,"economy_room",2018-02-01
"D",279,"economy_room",2018-02-02
"B",280,"economy_room",2016-09-11
"B",280,"economy_room",2016-09-12
"B",280,"economy_room",2016-09-13
"B",280,"economy_room",2016-09-14
"B",280,"economy_room",2016-09-15
"B",280,"economy_room",2016-09-16
"B",280,"economy_room",2016-09-17
"E",281,"single_room",2019-10-02
"E",281,"single_room",2019-10-03
"D",282,"economy_room",2016-11-15
"D",282,"economy_room",2016-11-16
"D",282,"economy_room",2016-11-17
"D",282,"economy_room",2016-11-18
"D",283,"single_room",2016-08-21
"D",283,"single_room",2016-08-22
"D",283,"single_room",2016-08-23
"D",283,"single_room",2016-08-24
"D",283,"single_room",2016-08-25
"E",284,"royalsuite",2018-08-25
"E",284,"royalsuite",2018-08-26
"B",285,"single_room",2019-08-06
"B",285,"single_room",2019-08-07
"B",285,"single_room",2019-08-08
"A",286,"suite_room",2020-03-31
"A",286,"suite_room",2020-04-01
"A",286,"suite_room",2020-04-02
"A",286,"suite_room",2020-04-03
"C",287,"single_room",2016-06-24
"C",287,"single_room",2016-06-25
"C",287,"single_room",2016-06-26
"E",288,"single_room",2018-11-24
"E",288,"single_room",2018-11-25
"E",288,"single_room",2018-11-26
"E",289,"double_room",2015-02-16
"E",289,"double_room",2015-02-17
"E",289,"double_room",2015-02-18
"E",289,"double_room",2015-02-19
"E",289,"double_room",2015-02-20
"D",290,"double_room",2018-07-25
"D",290,"double_room",2018-07-26
"A",291,"double_room",2018-10-12
"A",291,"double_room",2018-10-13
"A",291,"double_room",2018-10-14
"A",291,"double_room",2018-10-15
"A",292,"economy_room",2017-10-23
"A",292,"economy_room",2017-10-24
"A",292,"economy_room",2017-10-25
"A",292,"economy_room",2017-10-26
"D",293,"single_room",2017-03-30
"D",293,"single_room",2017-03-31
"D",293,"single_room",2017-04-01
"D",293,"single_room",2017-04-02
"C",294,"double_room",2017-09-09
"C",294,"double_room",2017-09-10
"C",294,"double_room",2017-09-11
"C",294,"double_room",2017-09-12
"C",294,"double_room",2017-09-13
"C",294,"double_room",2017-09-14
"C",294,"double_room",2017-09-15
"C",294,"double_room",2017-09-16
"D",295,"single_room",2015-09-04
"D",295,"single_room",2015-09-05
"D",295,"single_room",2015-09-06
"C",296,"economy_room",2020-10-12
"C",296,"economy_room",2020-10-13
"C",296,"economy_room",2020-10-14
"C",296,"economy_room",2020-10-15
"E",297,"single_room",2020-08-27
"E",297,"single_room",2020-08-28
"E",297,"single_room",2020-08-29
"E",298,"economy_room",2019-06-04
"E",298,"economy_room",2019-06-05
"E",298,"economy_room",2019-06-06
"B",299,"single_room",2017-07-15
"B",299,"single_room",2017-07-16
"B",299,"single_room",2017-07-17
"B",299,"single_room",2017-07-18
"B",300,"single_room",2016-12-29
"B",300,"single_room",2016-12-30
"B",300,"single_room",2016-12-31
"B",300,"single_room",2017-01-01
"D",301,"economy_room",2020-07-01
"D",301,"economy_room",2020-07-02
"D",301,"economy_room",2020-07-03
"D",301,"economy_room",2020-07-04
"A",302,"single_room",2018-07-25
"A",302,"single_room",2018-07-26
"A",302,"single_room",2018-07-27
"A",302,"single_room",2018-07-28
"E",303,"single_room",2017-05-29
"E",303,"single_room",2017-05-30
"E",303,"single_room",2017-05-31
"E",303,"single_room",2017-06-01
"E",303,"single_room",2017-06-02
"B",304,"economy_room",2019-07-28
"B",304,"economy_room",2019-07-29
"C",305,"single_room",2019-10-16
"C",305,"single_room",2019-10-17
"C",305,"single_room",2019-10-18
"C",306,"single_room",2020-05-04
"C",306,"single_room",2020-05-05
"C",306,"single_room",2020-05-06
"C",306,"single_room",2020-05-07
"D",307,"single_room",2017-02-19
"D",307,"single_room",2017-02-20
"D",307,"single_room",2017-02-21
"D",307,"single_room",2017-02-22
"A",308,"single_room",2018-06-16
"A",308,"single_room",2018-06-17
"A",308,"single_room",2018-06-18
"B",309,"double_room",2015-10-19
"B",309,"double_room",2015-10-20
"B",309,"double_room",2015-10-21
"B",309,"double_room",2015-10-22
"B",310,"royalsuite",2018-12-16
"B",310,"royalsuite",2018-12-17
"B",310,"royalsuite",2018-12-18
"B",310,"royalsuite",2018-12-19
"D",311,"suite_room",2017-02-14
"D",311,"suite_room",2017-02-15
"D",311,"suite_room",2017-02-16
"D",311,"suite_room",2017-02-17
"D",311,"suite_room",2017-02-18
"A",312,"single_room",2016-08-15
"A",312,"single_room",2016-08-16
"A",313,"single_room",2016-05-17
"A",313,"single_room",2016-05-18
"A",313,"single_room",2016-05-19
"A",314,"single_room",2019-11-21
"A",314,"single_room",2019-11-22
"A",314,"single_room",2019-11-23
"A",314,"single_room",2019-11-24
"A",314,"single_room",2019-11-25
"C",315,"double_room",2020-08-07
"C",315,"double_room",2020-08-08
"C",315,"double_room",2020-08-09
"C",315,"double_room",2020-08-10
"C",315,"double_room",2020-08-11
"B",316,"single_room",2019-02-03
"B",316,"single_room",2019-02-04
"E",317,"double_room",2019-01-29
"E",317,"double_room",2019-01-30
"E",317,"double_room",2019-01-31
"E",317,"double_room",2019-02-01
"C",318,"suite_room",2015-11-26
"C",318,"suite_room",2015-11-27
"C",318,"suite_room",2015-11-28
"C",318,"suite_room",2015-11-29
"C",318,"suite_room",2015-11-30
"C",318,"suite_room",2015-12-01
"C",318,"suite_room",2015-12-02
"C",318,"suite_room",2015-12-03
"B",319,"single_room",2018-05-07
"B",319,"single_room",2018-05-08
"B",319,"single_room",2018-05-09
"B",319,"single_room",2018-05-10
"B",319,"single_room",2018-05-11
"B",319,"single_room",2018-05-12
"A",320,"single_room",2016-12-08
"A",320,"single_room",2016-12-09
"A",320,"single_room",2016-12-10
"A",320,"single_room",2016-12-11
"A",320,"single_room",2016-12-12
"D",321,"single_room",2020-02-18
"D",321,"single_room",2020-02-19
"D",321,"single_room",2020-02-20
"D",321,"single_room",2020-02-21
"D",321,"single_room",2020-02-22
"D",321,"single_room",2020-02-23
"D",321,"single_room",2020-02-24
"D",322,"single_room",2016-12-15
"D",322,"single_room",2016-12-16
"D",322,"single_room",2016-12-17
"E",323,"suite_room",2015-11-16
"E",323,"suite_room",2015-11-17
"E",323,"suite_room",2015-11-18
"C",324,"single_room",2019-10-28
"C",324,"single_room",2019-10-29
"C",324,"single_room",2019-10-30
"C",324,"single_room",2019-10-31
"C",324,"single_room",2019-11-01
"C",324,"single_room",2019-11-02
"D",325,"single_room",2017-11-27
"D",325,"single_room",2017-11-28
"D",325,"single_room",2017-11-29
"B",326,"double_room",2017-09-22
"B",326,"double_room",2017-09-23
"B",326,"double_room",2017-09-24
"B",327,"suite_room",2018-10-23
"B",327,"suite_room",2018-10-24
"B",327,"suite_room",2018-10-25
"B",327,"suite_room",2018-10-26
"B",327,"suite_room",2018-10-27
"E",328,"single_room",2017-07-10
"E",328,"single_room",2017-07-11
"E",328,"single_room",2017-07-12
"C",329,"suite_room",2016-06-26
"C",329,"suite_room",2016-06-27
"C",329,"suite_room",2016-06-28
"C",329,"suite_room",2016-06-29
"C",330,"single_room",2015-12-25
"C",330,"single_room",2015-12-26
"D",331,"single_room",2017-11-10
"D",331,"single_room",2017-11-11
"D",331,"single_room",2017-11-12
"A",332,"double_room",2017-05-16
"A",332,"double_room",2017-05-17
"A",332,"double_room",2017-05-18
"A",332,"double_room",2017-05-19
"A",332,"double_room",2017-05-20
"A",332,"double_room",2017-05-21
"A",332,"double_room",2017-05-22
"A",332,"double_room",2017-05-23
"A",332,"double_room",2017-05-24
"E",333,"single_room",2020-08-19
"E",333,"single_room",2020-08-20
"E",333,"single_room",2020-08-21
"E",333,"single_room",2020-08-22
"A",334,"economy_room",2018-06-21
"A",334,"economy_room",2018-06-22
"A",334,"economy_room",2018-06-23
"A",334,"economy_room",2018-06-24
"A",334,"economy_room",2018-06-25
"E",335,"suite_room",2015-11-11
"E",335,"suite_room",2015-11-12
"E",335,"suite_room",2015-11-13
"E",335,"suite_room",2015-11-14
"E",335,"suite_room",2015-11-15
"E",335,"suite_room",2015-11-16
"D",336,"economy_room",2015-12-31
"D",336,"economy_room",2016-01-01
"D",336,"economy_room",2016-01-02
"D",336,"economy_room",2016-01-03
"D",336,"economy_room",2016-01-04
"D",336,"economy_room",2016-01-05
"D",337,"double_room",2020-11-11
"D",337,"double_room",2020-11-12
"D",337,"double_room",2020-11-13
"D",337,"double_room",2020-11-14
"D",337,"double_room",2020-11-15
"D",337,"double_room",2020-11-16
"B",338,"double_room",2018-12-25
"B",338,"double_room",2018-12-26
"B",338,"double_room",2018-12-27
"A",339,"economy_room",2018-06-27
"A",339,"economy_room",2018-06-28
"A",339,"economy_room",2018-06-29
"A",340,"suite_room",2020-04-09
"A",340,"suite_room",2020-04-10
"A",340,"suite_room",2020-04-11
"D",341,"economy_room",2017-05-19
"D",341,"economy_room",2017-05-20
"D",341,"economy_room",2017-05-21
"D",341,"economy_room",2017-05-22
"D",341,"economy_room",2017-05-23
"D",341,"economy_room",2017-05-24
"C",342,"single_room",2016-11-25
"C",342,"single_room",2016-11-26
"C",342,"single_room",2016-11-27
"C",342,"single_room",2016-11-28
"C",342,"single_room",2016-11-29
"C",342,"single_room",2016-11-30
"B",343,"single_room",2019-07-02
"B",343,"single_room",2019-07-03
"B",343,"single_room",2019-07-04
"B",343,"single_room",2019-07-05
"B",343,"single_room",2019-07-06
"C",344,"single_room",2017-06-27
"C",344,"single_room",2017-06-28
"C",344,"single_room",2017-06-29
"A",345,"economy_room",2018-07-10
"A",345,"economy_room",2018-07-11
"A",345,"economy_room",2018-07-12
"A",345,"economy_room",2018-07-13
"A",345,"economy_room",2018-07-14
"A",345,"economy_room",2018-07-15
"E",346,"single_room",2019-04-25
"E",346,"single_room",2019-04-26
"E",346,"single_room",2019-04-27
"A",347,"single_room",2017-06-26
"A",347,"single_room",2017-06-27
"B",348,"single_room",2020-04-04
"B",348,"single_room",2020-04-05
"B",348,"single_room",2020-04-06
"B",349,"single_room",2019-08-12
"B",349,"single_room",2019-08-13
"B",349,"single_room",2019-08-14
"B",349,"single_room",2019-08-15
"D",350,"single_room",2018-06-15
"D",350,"single_room",2018-06-16
"D",350,"single_room",2018-06-17
"D",350,"single_room",2018-06-18
"E",351,"double_room",2019-06-21
"E",351,"double_room",2019-06-22
"E",351,"double_room",2019-06-23
"E",351,"double_room",2019-06-24
"E",351,"double_room",2019-06-25
"D",352,"suite_room",2017-09-02
"D",352,"suite_room",2017-09-03
"D",353,"single_room",2015-01-24
"D",353,"single_room",2015-01-25
"D",353,"single_room",2015-01-26
"E",354,"suite_room",2017-04-29
"E",354,"suite_room",2017-04-30
"E",354,"suite_room",2017-05-01
"E",354,"suite_room",2017-05-02
"E",355,"double_room",2015-11-08
"E",355,"double_room",2015-11-09
"E",355,"double_room",2015-11-10
"D",356,"double_room",2018-04-11
"D",356,"double_room",2018-04-12
"B",357,"single_room",2016-03-29
"B",357,"single_room",2016-03-30
"B",357,"single_room",2016-03-31
"B",357,"single_room",2016-04-01
"B",357,"single_room",2016-04-02
"B",357,"single_room",2016-04-03
"B",358,"royalsuite",2018-11-04
"B",358,"royalsuite",2018-11-05
"B",358,"royalsuite",2018-11-06
"B",358,"royalsuite",2018-11-07
"B",358,"royalsuite",2018-11-08
"B",358,"royalsuite",2018-11-09
"E",359,"single_room",2018-09-13
"E",359,"single_room",2018-09-14
"E",359,"single_room",2018-09-15
"E",359,"single_room",2018-09-16
"E",359,"single_room",2018-09-17
"E",359,"single_room",2018-09-18
"E",359,"single_room",2018-09-19
"D",360,"single_room",2020-01-30
"D",360,"single_room",2020-01-31
"D",360,"single_room",2020-02-01
"B",361,"single_room",2018-08-10
"B",361,"single_room",2018-08-11
"C",362,"double_room",2017-06-10
"C",362,"double_room",2017-06-11
"C",362,"double_room",2017-06-12
"C",362,"double_room",2017-06-13
"C",362,"double_room",2017-06-14
"C",362,"double_room",2017-06-15
"E",363,"double_room",2015-05-01
"E",363,"double_room",2015-05-02
"E",364,"single_room",2019-10-29
"E",364,"single_room",2019-10-30
"E",364,"single_room",2019-10-31
"E",364,"single_room",2019-11-01
"E",364,"single_room",2019-11-02
"D",365,"economy_room",2020-04-13
"D",365,"economy_room",2020-04-14
"D",365,"economy_room",2020-04-15
"C",366,"single_room",2018-05-21
"C",366,"single_room",2018-05-22
"C",366,"single_room",2018-05-23
"C",366,"single_room",2018-05-24
"D",367,"single_room",2018-05-26
"D",367,"single_room",2018-05-27
"D",367,"single_room",2018-05-28
"D",367,"single_room",2018-05-29
"E",368,"single_room",2019-08-20
"E",368,"single_room",2019-08-21
"E",368,"single_room",2019-08-22
"E",368,"single_room",2019-08-23
"E",369,"suite_room",2016-05-28
"E",369,"suite_room",2016-05-29
"E",369,"suite_room",2016-05-30
"E",369,"suite_room",2016-05-31
"E",369,"suite_room",2016-06-01
"D",370,"suite_room",2019-08-13
"D",370,"suite_room",2019-08-14
"D",370,"suite_room",2019-08-15
"D",370,"suite_room",2019-08-16
"D",371,"single_room",2016-06-16
"D",371,"single_room",2016-06-17
"D",371,"single_room",2016-06-18
"D",371,"single_room",2016-06-19
"D",371,"single_room",2016-06-20
"E",372,"single_room",2019-01-25
"E",372,"single_room",2019-01-26
"E",372,"single_room",2019-01-27
"E",372,"single_room",2019-01-28
"E",372,"single_room",2019-01-29
"E",372,"single_room",2019-01-30
"E",372,"single_room",2019-01-31
"E",372,"single_room",2019-02-01
"A",373,"single_room",2019-06-24
"A",373,"single_room",2019-06-25
"E",374,"single_room",2018-05-28
"E",374,"single_room",2018-05-29
"E",374,"single_room",2018-05-30
"E",374,"single_room",2018-05-31
"E",374,"single_room",2018-06-01
"B",375,"single_room",2018-01-18
"B",375,"single_room",2018-01-19
"B",375,"single_room",2018-01-20
"B",375,"single_room",2018-01-21
"A",376,"single_room",2018-04-12
"A",376,"single_room",2018-04-13
"E",377,"economy_room",2018-04-30
"E",377,"economy_room",2018-05-01
"E",377,"economy_room",2018-05-02
"E",377,"economy_room",2018-05-03
"E",377,"economy_room",2018-05-04
"D",378,"single_room",2016-10-03
"D",378,"single_room",2016-10-04
"D",378,"single_room",2016-10-05
"D",378,"single_room",2016-10-06
"A",379,"double_room",2016-08-26
"A",379,"double_room",2016-08-27
"A",379,"double_room",2016-08-28
"C",380,"double_room",2017-02-06
"C",380,"double_room",2017-02-07
"C",380,"double_room",2017-02-08
"A",381,"economy_room",2015-07-15
"A",381,"economy_room",2015-07-16
"A",381,"economy_room",2015-07-17
"A",381,"economy_room",2015-07-18
"C",382,"economy_room",2017-05-11
"C",382,"economy_room",2017-05-12
"C",382,"economy_room",2017-05-13
"C",382,"economy_room",2017-05-14
"C",382,"economy_room",2017-05-15
"C",382,"economy_room",2017-05-16
"C",382,"economy_room",2017-05-17
"C",382,"economy_room",2017-05-18
"E",383,"double_room",2019-03-17
"E",383,"double_room",2019-03-18
"E",383,"double_room",2019-03-19
"C",384,"single_room",2019-06-10
"C",384,"single_room",2019-06-11
"C",384,"single_room",2019-06-12
"C",384,"single_room",2019-06-13
"C",384,"single_room",2019-06-14
"D",385,"single_room",2017-12-29
"D",385,"single_room",2017-12-30
"D",385,"single_room",2017-12-31
"D",385,"single_room",2018-01-01
"A",386,"economy_room",2018-11-11
"A",386,"economy_room",2018-11-12
"A",386,"economy_room",2018-11-13
"A",386,"economy_room",2018-11-14
"A",386,"economy_room",2018-11-15
"A",386,"economy_room",2018-11-16
"D",387,"single_room",2015-12-29
"D",387,"single_room",2015-12-30
"D",387,"single_room",2015-12-31
"B",388,"single_room",2015-07-30
"B",388,"single_room",2015-07-31
"B",388,"single_room",2015-08-01
"B",388,"single_room",2015-08-02
"A",389,"single_room",2016-12-24
"A",389,"single_room",2016-12-25
"A",389,"single_room",2016-12-26
"A",389,"single_room",2016-12-27
"A",389,"single_room",2016-12-28
"E",390,"royalsuite",2020-02-03
"E",390,"royalsuite",2020-02-04
"E",390,"royalsuite",2020-02-05
"C",391,"single_room",2018-02-11
"C",391,"single_room",2018-02-12
"C",391,"single_room",2018-02-13
"C",391,"single_room",2018-02-14
"C",391,"single_room",2018-02-15
"D",392,"suite_room",2016-07-22
"D",392,"suite_room",2016-07-23
"D",392,"suite_room",2016-07-24
"D",392,"suite_room",2016-07-25
"B",393,"suite_room",2017-10-08
"B",393,"suite_room",2017-10-09
"B",393,"suite_room",2017-10-10
"B",393,"suite_room",2017-10-11
"A",394,"economy_room",2016-03-12
"A",394,"economy_room",2016-03-13
"A",394,"economy_room",2016-03-14
"A",394,"economy_room",2016-03-15
"A",394,"economy_room",2016-03-16
"B",395,"double_room",2017-07-04
"B",395,"double_room",2017-07-05
